gazetteerId,placeName,sourcePlaceName,pleiadesId,pleiadesName,latitude,longitude,featureType,description,uri,confidence
GAZ00027,Anderidos,Anderidos,79293,Anderidos,50.819309,0.334063,unknown,"An ancient place, cited: BAtlas 8 H4 Anderidos",http://pleiades.stoa.org/places/79293,confirmed
GAZ00028,Antiochia,Antiochiae,658381,Antiochia,36.202097,36.15818,unknown,"A city founded ca. 300 BC by Seleucus I Nicator, a successor of Alexander the Great. Antioch was a great trading center and numbered as one of the four cities of the Syrian tetrapolis. Justinian I renamed the city 'Theoupolis' in the sixth century AD.",http://pleiades.stoa.org/places/658381,confirmed
GAZ00029,Apollonos,Apollonos superioris,785976,Apollonos,24.498288,34.748068,unknown,"An ancient place, cited: BAtlas 80 F4 Apollonos",http://pleiades.stoa.org/places/785976,confirmed
GAZ00030,Appiaria,Appiaria,216707,Appiaria,43.987675,26.245621,unknown,"An ancient place, cited: BAtlas 22 D5 Appiaria",http://pleiades.stoa.org/places/216707,confirmed
GAZ00031,Aquileia,Aquileiae,187290,Aquileia,45.768259,13.364601,unknown,"An ancient Roman city initially founded ca. 181/180 BC, Aquileia is especially important in Late Antiquity and the Middle Ages.",http://pleiades.stoa.org/places/187290,confirmed
GAZ00032,Aquileiensis,Aquileiensis,187290,Aquileia,45.768259,13.364601,unknown,"An ancient Roman city initially founded ca. 181/180 BC, Aquileia is especially important in Late Antiquity and the Middle Ages.",http://pleiades.stoa.org/places/187290,confirmed
GAZ00033,Aquileiensium,Aquileiensium,187290,Aquileia,45.768259,13.364601,unknown,"An ancient Roman city initially founded ca. 181/180 BC, Aquileia is especially important in Late Antiquity and the Middle Ages.",http://pleiades.stoa.org/places/187290,confirmed
GAZ00034,Arbeia,Arbeia,89104,Arbeia,55.00434,-1.430879,unknown,A Roman fort at present-day South Shields. Cited as: BAtlas 9 F6 Arbeia,http://pleiades.stoa.org/places/89104,confirmed
GAZ00035,Arelatensis,Arelatensis,148217,Col. Arelate,43.677616,4.630799,unknown,An ancient settlement located at modern Arles in France.,http://pleiades.stoa.org/places/148217,confirmed
GAZ00036,Arelatensium,Arelatensium,148217,Col. Arelate,43.677616,4.630799,unknown,An ancient settlement located at modern Arles in France.,http://pleiades.stoa.org/places/148217,confirmed
GAZ00037,Areopolis,Areopoli,697632,Areopolis,31.272021,35.736,unknown,"An ancient place, cited: BAtlas 71 B3 Areopolis",http://pleiades.stoa.org/places/697632,confirmed
GAZ00038,Argentomagus,Argentomagensis,138192,Argentomagus,46.588704,1.518941,unknown,*Argentomagus was a pre-Roman and later Roman settlement in the territory of the Bituriges tribe.,http://pleiades.stoa.org/places/138192,confirmed
GAZ00039,Arieldela,Arieldela,746715,Arieldela,30.08098,35.236212,unknown,"A Roman site in modern Jordan, known today as ‘Ayn Gharandal. It includes remains of a late Roman fort and bathhouse.",http://pleiades.stoa.org/places/746715,confirmed
GAZ00040,Arlape,Arlape,118571,Arlape,48.211913,15.208959,unknown,"An ancient place, cited: BAtlas 12 I4 Ar(e)lape",http://pleiades.stoa.org/places/118571,confirmed
GAZ00041,Arrabona,Arrabonae,197141,Arrabona,47.5,17.5,unknown,"An ancient place, cited: BAtlas 20 E2 Arrabona",http://pleiades.stoa.org/places/197141,confirmed
GAZ00042,Arubium,Arubio,216712,Arubium,45.253041,28.137099,unknown,"An ancient place, cited: BAtlas 22 F3 Arubium",http://pleiades.stoa.org/places/216712,confirmed
GAZ00043,Asabaia,Asabaia,699890,Asabaia,,,unknown,"An ancient place, cited: BAtlas 71 unlocated Asabaia",http://pleiades.stoa.org/places/699890,confirmed
GAZ00044,Asfynis,Asfynis,785978,Asfynis,25.315559,32.510652,unknown,"An ancient place, cited: BAtlas 80 B3 ‘Asfynis’",http://pleiades.stoa.org/places/785978,confirmed
GAZ00045,Asuada,Asuada,699891,Asuada,,,unknown,"An ancient place, cited: BAtlas 71 unlocated Asuada",http://pleiades.stoa.org/places/699891,confirmed
GAZ00046,Atrabates,Atrabatis,108764,Atrebates,50.5,2.5,unknown,"The Atrebates were a Belgic tribe of Gaul and Britain prior to the Roman conquest,",http://pleiades.stoa.org/places/108764,confirmed
GAZ00047,Auatha,Auatha,699892,Auatha,,,unknown,"An ancient place, cited: BAtlas 71 unlocated Auatha",http://pleiades.stoa.org/places/699892,confirmed
GAZ00048,Augusta,Augustensium,79574,Augusta,51.513335,-0.088949,unknown,Roman London was established ca. AD 43.,http://pleiades.stoa.org/places/79574,confirmed
GAZ00049,Augusta Suessionum,Suessionensis,108772,Augusta Suessionum,49.380792,3.32632,unknown,Augusta Suessionum (modern Soissons) was a Gallic site captured by Iulius Caesar and re-established as a Roman city.,http://pleiades.stoa.org/places/108772,confirmed
GAZ00050,Augustianae,Augustianis,118581,Augustiana,48.351096,15.743137,unknown,"An ancient place, cited: BAtlas 12 I4 Augustiana",http://pleiades.stoa.org/places/118581,confirmed
GAZ00051,Augustodunum,Augustodunensis,177460,Augustodunum,46.949448,4.299314,unknown,"An ancient place, cited: BAtlas 18 B3 Augustodunum",http://pleiades.stoa.org/places/177460,confirmed
GAZ00052,Augustodunum,Augustoduno,177460,Augustodunum,46.949448,4.299314,unknown,"An ancient place, cited: BAtlas 18 B3 Augustodunum",http://pleiades.stoa.org/places/177460,confirmed
GAZ00053,Austuris,Austuris,118577,Asturis,48.344636,15.910311,unknown,"An ancient place, cited: BAtlas 12 I4 Asturis?",http://pleiades.stoa.org/places/118577,confirmed
GAZ00054,Axeloduno,Axeloduno,89307,Axeloduno,54.905036,-2.934149,unknown,"An ancient place, cited: BAtlas 9 E6 Uxelodu(nu)m",http://pleiades.stoa.org/places/89307,confirmed
GAZ00055,Axiupolis,Axiupoli,216722,Axiopolis,44.316703,28.016871,unknown,"An ancient place, cited: BAtlas 22 F4 Axiopolis",http://pleiades.stoa.org/places/216722,confirmed
GAZ00056,Babilona,Babilona,727082,Babylon,30.00543,31.229959,unknown,"An ancient fortified city of the Delta of Egypt, located at Babylon in the area today known as Coptic Cairo.",http://pleiades.stoa.org/places/727082,confirmed
GAZ00057,Baiocas,Baiocas et Constantiae Lugdunensis secundae,69471,Baiocas,49.275076,-0.706872,unknown,"An ancient place, cited: BAtlas 7 F2 Augustodurum",http://pleiades.stoa.org/places/69471,confirmed
GAZ00058,Barbalissus,Barbalisso,668208,Barbalissus,36.01724,38.142301,unknown,"An ancient place, cited: BAtlas 68 F2 Barbalissus",http://pleiades.stoa.org/places/668208,confirmed
GAZ00059,Bazensis,Bazensis,334577,Limes Bazensis,34.5,6.5,unknown,"An ancient place, cited: BAtlas 34 E3 Limes ‘Bazensis’",http://pleiades.stoa.org/places/334577,confirmed
GAZ00060,Benosaba,Benosabae,687846,Berosaba,31.250369,34.790451,unknown,"An ancient place, cited: BAtlas 70 F3 Beer Sheva/Berosaba",http://pleiades.stoa.org/places/687846,confirmed
GAZ00061,Bethallaha,Bethallaha,876591,Bethallaha,,,unknown,"An ancient place, cited: BAtlas 89 unlocated Bethallaha",http://pleiades.stoa.org/places/876591,confirmed
GAZ00062,Betthorus,Betthoro,697643,Betthorus,31.236867,35.86807,unknown,"A Roman castrum of the limes Arabicus. In the fourth century, Legio IV Martia was stationed here.",http://pleiades.stoa.org/places/697643,confirmed
GAZ00063,Bingium,Bingio,108809,Bingium,49.968995,7.895659,unknown,"An ancient place, cited: BAtlas 11 H3 Bingium",http://pleiades.stoa.org/places/108809,confirmed
GAZ00064,Birsama,Birsama,687864,Birsama,31.26045,34.537078,unknown,"An ancient place, cited: BAtlas 70 F3 Birsama",http://pleiades.stoa.org/places/687864,confirmed
GAZ00065,Bodobrica,Bodobrica,108817,Bodobrica,50.230984,7.591936,unknown,Bodobrica (Boppard),http://pleiades.stoa.org/places/108817,confirmed
GAZ00066,Bononia,Bononia,206975,Bononia,43.993221,22.8759,unknown,"An ancient place, cited: BAtlas 21 E5 Bononia",http://pleiades.stoa.org/places/206975,confirmed
GAZ00067,Bononia,Bononiae,393421,Bononia,44.49452,11.349271,unknown,"A city of the Po Plain with important cultural phases related to Etruscan, Celtic, and Roman culture. Important evidence for the Iron Age Villanovan culture has been found in Bononia and its vicinity. A Roman colony was established at Bononia in 189 BC. After changing hands several times following the fall of the Western Roman Empire, Bologna became an important Medieval center.",http://pleiades.stoa.org/places/393421,confirmed
GAZ00068,Bostra,Bostra,678073,Bostra,32.517831,36.48369,unknown,"The ancient city of Bostra (modern Busra in Syria), where extensive ancient Nabataean, Roman, Byzantine and Umayyad structures still visible. Inscribed as a UNESCO World Heritage Site in 1980.",http://pleiades.stoa.org/places/678073,confirmed
GAZ00069,Branodunum,Branoduno,79346,Branodunum,52.962911,0.636879,unknown,A third century A.D. Roman fort that was part of the Saxon Shore fortification system.,http://pleiades.stoa.org/places/79346,confirmed
GAZ00070,Burgenae,Burgenas,207001,Burgenae,44.949991,20.283336,unknown,"An ancient place, cited: BAtlas 21 C5 Burgenae",http://pleiades.stoa.org/places/207001,confirmed
GAZ00071,Burgentae,Burgentas,207001,Burgenae,44.949991,20.283336,unknown,"An ancient place, cited: BAtlas 21 C5 Burgenae",http://pleiades.stoa.org/places/207001,confirmed
GAZ00072,Caesarea,Caesarea,629035,Caesarea,38.728033,35.484989,unknown,"Mazaka/Eusebeia/Caesarea was the chief town of Cappadocia, modern Kayseri.",http://pleiades.stoa.org/places/629035,confirmed
GAZ00073,Caini,Caini,876602,Caini,,,unknown,"An ancient place, cited: BAtlas 89 unlocated Caini",http://pleiades.stoa.org/places/876602,confirmed
GAZ00074,Callinicum,Callinico,668318,Callinicum,35.972501,39.08287,unknown,Nicephorium (modern ar-Raqqa in Syria) was an ancient settlement.,http://pleiades.stoa.org/places/668318,confirmed
GAZ00075,Campona,Campona,197187,Campona,47.393234,18.984598,unknown,"An ancient place, cited: BAtlas 20 F2 Campona",http://pleiades.stoa.org/places/197187,confirmed
GAZ00076,Candidiana,Candidiana,216896,Candidiana,44.063431,26.848302,unknown,"An ancient place, cited: BAtlas 22 D4 Nigrinianis/Candidiana",http://pleiades.stoa.org/places/216896,confirmed
GAZ00077,Cannabiaca,Cannabiaca,128375,Cannabiaca,48.329013,16.177392,unknown,"An ancient place, cited: BAtlas 13 B4 Cannabiaca?",http://pleiades.stoa.org/places/128375,confirmed
GAZ00078,Canusinum,Canusini,442525,Canusium,41.2225,16.066004,unknown,"A center of the ancient Daunians, Canusium became allied to Rome in 318 B.C. It received municipal status in 88 B.C.",http://pleiades.stoa.org/places/442525,confirmed
GAZ00079,Capidaua,Capidaua,216748,Capidava,44.493688,28.090266,unknown,"An ancient place, cited: BAtlas 22 F4 Capidava",http://pleiades.stoa.org/places/216748,confirmed
GAZ00080,Caputcellensis,Caputcellensis,299007,Limes Caputcellensis,,,unknown,"An ancient place, cited: BAtlas 30 unlocated Limes Caputcellensis",http://pleiades.stoa.org/places/299007,confirmed
GAZ00081,Cardabiaca,Cardabiaca,197283,Cardabiaca,47.724319,18.660225,unknown,"An ancient place, cited: BAtlas 20 F2 Gardellaca/Cardabiaca",http://pleiades.stoa.org/places/197283,confirmed
GAZ00082,Carnuntum,Cornutensis,128376,Carnuntum,48.113346,16.867891,unknown,A Roman army camp on the Danube river in Noricum; after the first century AD Carnuntum served as the capital of Upper Pannonia.,http://pleiades.stoa.org/places/128376,confirmed
GAZ00083,Carnuntum,Carnunto,128376,Carnuntum,48.113346,16.867891,unknown,A Roman army camp on the Danube river in Noricum; after the first century AD Carnuntum served as the capital of Upper Pannonia.,http://pleiades.stoa.org/places/128376,confirmed
GAZ00084,Cartha,Cartha,699911,Cartha,,,unknown,"An ancient place, cited: BAtlas 71 unlocated Sartha/Cartha/Sirtha",http://pleiades.stoa.org/places/699911,confirmed
GAZ00085,Cartha,Mefana - Cartha,699911,Cartha,,,unknown,"An ancient place, cited: BAtlas 71 unlocated Sartha/Cartha/Sirtha",http://pleiades.stoa.org/places/699911,confirmed
GAZ00086,Carthagiensis,Carthagiensis,314921,Carthago,36.847009,10.312944,unknown,"The ancient city of Carthage, located in modern Tunis (Tunisia).",http://pleiades.stoa.org/places/314921,confirmed
GAZ00087,Casama,Casama,678085,Casama,34.031455,36.700612,unknown,"An ancient place, cited: BAtlas 69 E1 Casama",http://pleiades.stoa.org/places/678085,confirmed
GAZ00088,Castra Regina,Castra Regina,118929,Castra Regina,49.016496,12.100904,unknown,Reginum/Castra Regina was a Roman military installation on the Danube established ca. AD 179 for Legio III Italica.,http://pleiades.stoa.org/places/118929,confirmed
GAZ00089,Castrabarensis,Castrabarensis,278602,Castrabariensis,,,unknown,"Babba/Col. Iulia Campestris Babba/Castrabariensis was an Augustan colony of western Mauretania, mentioned by ancient geographers including Pliny the Elder.",http://pleiades.stoa.org/places/278602,confirmed
GAZ00090,Cebrus,Cebro,207020,Cebrus,43.800646,23.531732,unknown,"An ancient place, cited: BAtlas 21 F6 Cebrus",http://pleiades.stoa.org/places/207020,confirmed
GAZ00091,Cilurnum,Cilurno,89144,Cilurnum,55.025811,-2.139952,unknown,Cilurnum is the site of a fort dating to A.D. 123 on Hadrian's Wall that guarded a military bridge along the Roman road. It is now known as Chester's Roman Fort.,http://pleiades.stoa.org/places/89144,confirmed
GAZ00092,Circesium,Circesio,893974,Circesium,35.334435,40.326381,unknown,"A Roman limes fortress located in Mesopotamia, along the Khabur river, near the point where it flows into the Euphrates.",http://pleiades.stoa.org/places/893974,confirmed
GAZ00093,Cirpi,Cirpi,197208,Cirpi,47.794589,19.034743,unknown,"An ancient place, cited: BAtlas 20 G2 Cirpi",http://pleiades.stoa.org/places/197208,confirmed
GAZ00094,Columnata,Columnatensis,285430,Columnata,35.470067,1.521582,unknown,"An ancient place, cited: BAtlas 29 G1 Columnata",http://pleiades.stoa.org/places/285430,confirmed
GAZ00095,Comagenae,Comagenis,128385,Comagena,48.330987,16.052027,unknown,"An ancient place, cited: BAtlas 13 B4 Comagena",http://pleiades.stoa.org/places/128385,confirmed
GAZ00096,Como,Como,383627,Como,45.81192,9.085784,unknown,Comum (modern Como) was a key city of regio XI of ancient Italy. The Celtic site received a Roman colony (Novum Comum) under Iulius Caesar in the first century BC.,http://pleiades.stoa.org/places/383627,confirmed
GAZ00097,Concangios,Concangios,89146,Concangios,54.855844,-1.571925,unknown,"A Roman fort at present-day Chester-le-Street, cited: BAtlas 9 F6 ‘Cocanges’/‘Concangios’",http://pleiades.stoa.org/places/89146,confirmed
GAZ00098,Condercum,Conderco,89150,Condercum,54.977092,-1.664359,unknown,A fort on Hadrian's Wall,http://pleiades.stoa.org/places/89150,confirmed
GAZ00099,Congavata,Congavata,89151,Congabata,54.928087,-3.148943,unknown,"A Roman fort on Hadrian's Wall, cited: BAtlas 9 D6 ‘Congavata’",http://pleiades.stoa.org/places/89151,confirmed
GAZ00100,Constantia,Constantia,874324,Constantia,37.233333,39.766666,unknown,"An ancient place, cited: BAtlas 89 B3 Antiochia Arabis/Antoninopolis/Tella/Constantia/Maximianopolis",http://pleiades.stoa.org/places/874324,confirmed
GAZ00101,Coptos,Copto,786010,Coptos,25.956181,32.769868,unknown,An ancient settlement on the Nile river (modern Quft/Qift in Egypt) that flourished from pre-dynastic times through late antiquity.,http://pleiades.stoa.org/places/786010,confirmed
GAZ00102,Cornacium,Cornacii,197227,Cornacum,45.295094,19.09733,unknown,"An ancient place, cited: BAtlas 20 G4 Cornacum",http://pleiades.stoa.org/places/197227,confirmed
GAZ00103,Cornacum,Cornaco,197227,Cornacum,45.295094,19.09733,unknown,"An ancient place, cited: BAtlas 20 G4 Cornacum",http://pleiades.stoa.org/places/197227,confirmed
GAZ00104,Cremona,Cremonensis,383628,Cremona,45.133639,10.026149,unknown,"Cremona is a city of Cisalpine Gaul located on the Po river. The Romans established a colony of 6,000 settlers there after 225 BC. Cremona was the first Latin colony placed north of the Po river.",http://pleiades.stoa.org/places/383628,confirmed
GAZ00105,Cremona,Cremonae,383628,Cremona,45.133639,10.026149,unknown,"Cremona is a city of Cisalpine Gaul located on the Po river. The Romans established a colony of 6,000 settlers there after 225 BC. Cremona was the first Latin colony placed north of the Po river.",http://pleiades.stoa.org/places/383628,confirmed
GAZ00106,Cunna,Cunna,668233,Cunna,34.266959,37.832095,unknown,"An ancient place, cited: BAtlas 68 E5 Cunna?",http://pleiades.stoa.org/places/668233,confirmed
GAZ00107,Cuppae,Cuppis,207060,Cuppae,44.651063,21.638303,unknown,"An ancient place, cited: BAtlas 21 D5 Cuppae",http://pleiades.stoa.org/places/207060,confirmed
GAZ00108,Cusas,Cusas,756588,Cusas,27.438183,30.817991,unknown,"An ancient place, cited: BAtlas 77 D2 Koussai/Koskam",http://pleiades.stoa.org/places/756588,confirmed
GAZ00109,Cusum,Cusi,207061,Cusum,45.252328,19.861946,unknown,"An ancient place, cited: BAtlas 21 B4 Cusum",http://pleiades.stoa.org/places/207061,confirmed
GAZ00110,Dabana,Dabana,658448,Dabana,36.663746,38.951714,unknown,"An ancient place, cited: BAtlas 67 H3 Dabana/Tharrana/Mannouorra",http://pleiades.stoa.org/places/658448,confirmed
GAZ00111,Damascus,Damasci,678106,Damascus,33.51158693541351,36.3066092133522,mosque,"The ancient city of Damascus, located in modern Syria, with some 125 monuments dating back to the Roman period. Inscribed as a UNESCO World Heritage Site in 1979.",http://pleiades.stoa.org/places/678106,confirmed
GAZ00112,Danum,Dano,79412,Danum,53.5254159814,-1.13510287779,fort,"A Roman auxiliary fort at present day Doncaster, cited: BAtlas 8 F1 Danum?",http://pleiades.stoa.org/places/79412,confirmed
GAZ00113,Dictum,Dicti,92137,Dictum,,,unknown,"An ancient place, cited: BAtlas 9 unlocated *Dictum",http://pleiades.stoa.org/places/92137,confirmed
GAZ00114,Dimum,Dimo,216790,Dimum,43.64822,25.128306,unknown,"An ancient place, cited: BAtlas 22 C5 Dimum",http://pleiades.stoa.org/places/216790,confirmed
GAZ00115,Dionisiada,Dionisiada,329205,Dionysiana,,,unknown,"An ancient place, cited: BAtlas 33 unlocated Dionysiana",http://pleiades.stoa.org/places/329205,confirmed
GAZ00116,Dorticum,Dortico,207093,Dorticum,44.19265,22.736228,unknown,"An ancient place, cited: BAtlas 21 E5 Dorticum",http://pleiades.stoa.org/places/207093,confirmed
GAZ00117,Drasdea,Drasdea,222050,Drasdea,,,unknown,"An ancient place, cited: BAtlas 22 unlocated Drasdea",http://pleiades.stoa.org/places/222050,confirmed
GAZ00118,Drobeta,Drobeta,207100,Drobeta,44.635584,22.660366,unknown,"An ancient place, cited: BAtlas 21 E5 Drobeta",http://pleiades.stoa.org/places/207100,confirmed
GAZ00119,Duodecimum,Duodecimo constituta,876623,Duodecimum,,,unknown,"An ancient place, cited: BAtlas 89 unlocated Duodecimum",http://pleiades.stoa.org/places/876623,confirmed
GAZ00120,Durostorum,Durostoro,216800,Durostorum,44.117033,27.260732,unknown,"An ancient place, cited: BAtlas 22 E4 Durostorum",http://pleiades.stoa.org/places/216800,confirmed
GAZ00121,Ebrudunum,Ebruduni Sapaudiae,167750,Ebrudunum,44.565627,6.496364,unknown,"An ancient place, cited: BAtlas 17 G4 Eburodunum",http://pleiades.stoa.org/places/167750,confirmed
GAZ00122,Filae,Filas,786089,Philae,24.025031,32.884252,temple-2,"An ancient island located just above the first cataract of the Nile that was flooded by the construction of the Aswan High Dam. The island was home to a multi-period temple complex, which was moved to the nearby island of Agilkia and declared a UNESCO World Heritage Site in the 1970s.",http://pleiades.stoa.org/places/786089,confirmed
GAZ00123,Flaviana,Flaviana,216811,Flaviana,44.24818,27.948318,unknown,"An ancient place, cited: BAtlas 22 E4 Flaviana",http://pleiades.stoa.org/places/216811,confirmed
GAZ00124,Florentia,Florentiae,197360,Florentia,46.081535,18.758743,unknown,"An ancient place, cited: BAtlas 20 F3 Lugio/Florentia",http://pleiades.stoa.org/places/197360,confirmed
GAZ00125,Friglas,Friglas,275629,Friglas,34.96001,-6.150002,unknown,"An ancient place, cited: BAtlas 28 B4 Frigidae",http://pleiades.stoa.org/places/275629,confirmed
GAZ00126,Gabrosentum,Gabrosenti,89189,Gabrosentum,54.573931,-3.576289,unknown,"A Roman fort at present-day Moresby, cited: BAtlas 9 D6 Gabrosentum. Part of Cumbrian coastal defenses.",http://pleiades.stoa.org/places/89189,confirmed
GAZ00127,Gadda,Gadda,697666,Gadda,32.026672,36.081722,unknown,"An ancient place, cited: BAtlas 71 C1 Gadda?",http://pleiades.stoa.org/places/697666,confirmed
GAZ00128,Gemellensis,Gemellensis,334578,Limes Gemellensis,34.5,5.5,unknown,"An ancient place, cited: BAtlas 34 D3 Limes Gemellensis",http://pleiades.stoa.org/places/334578,confirmed
GAZ00129,Glannibanta,Glannibanta,89193,Glannibanta,54.355499,-3.410628,unknown,*Glannoventa was a Roman fort and naval base on the coast of Cumbria.,http://pleiades.stoa.org/places/89193,confirmed
GAZ00130,Graium,Graio,203127,Graium,,,unknown,"An ancient place, cited: BAtlas 20 unlocated Graium",http://pleiades.stoa.org/places/203127,confirmed
GAZ00131,Grannona,Grannona in litore Saxonico,138377,Grannona,47.5,-2.5,unknown,"An ancient place, cited: BAtlas 14 C1 Grannona",http://pleiades.stoa.org/places/138377,confirmed
GAZ00132,Gratiana,Gratiana,226611,Gratiana,45.036639,29.161736,unknown,"An ancient place, cited: BAtlas 23 C3 Gratiana?",http://pleiades.stoa.org/places/226611,confirmed
GAZ00133,Guntia,Guntiae,118716,Guntia,48.454426,10.281491,unknown,"An ancient place, cited: BAtlas 12 D4 Guntia",http://pleiades.stoa.org/places/118716,confirmed
GAZ00134,Hadrianopolis,Hadrianopolis Haemimonti,501427,Hadrianopolis,41.140485,24.257643,unknown,"An ancient place, cited: BAtlas 51 C2 Hadrianopolis",http://pleiades.stoa.org/places/501427,confirmed
GAZ00135,Helela,Helela,668259,Helela,34.778675,38.733046,unknown,"An ancient place, cited: BAtlas 68 G4 Helela",http://pleiades.stoa.org/places/668259,confirmed
GAZ00136,Hermunthis,Hermunthi,786036,Hermonthis,25.550269,32.508054,unknown,An important town of the Egyptian Middle Kingdom that was enlarged during the Eighteenth Dynasty.,http://pleiades.stoa.org/places/786036,confirmed
GAZ00137,Hipponos,Hipponos,736924,Hipponon,28.649751,30.8668,unknown,"An ancient place, cited: BAtlas 75 D3 Hipponon/Phylake Hipponos",http://pleiades.stoa.org/places/736924,confirmed
GAZ00138,Horreum Margi,Horreomargensis,207173,Horreum Margi,43.927174,21.3836,unknown,"An ancient place, cited: BAtlas 21 D6 Horreum Margi",http://pleiades.stoa.org/places/207173,confirmed
GAZ00139,Hunno,Hunno,89201,Hunno,55.010652,-2.005582,unknown,A fort on Hadrian's Wall known today as Halton Chesters.,http://pleiades.stoa.org/places/89201,confirmed
